long_model,airline,photo_date,uploaded_date,location,uploader,photo_link,download_path,model,variant,purpose
Airbus A320-214,Spring Airlines,Photo date: 2021-02-03,Uploaded: 2021-06-03,"Location: Guangzhou Baiyun Airport - ZGGG, China",By: Lywings,cdn.jetphotos.com/400/5/70938_1621566684.jpg,./img/A320/cdn.jetphotos.com-400-5-70938_1621566684.jpg,A320,214,validation
Airbus A320-232,China Eastern Airlines,Photo date: 2021-04-29,Uploaded: 2021-06-03,"Location: Guangzhou Baiyun Airport - ZGGG, China",By: Captain Lorca,cdn.jetphotos.com/400/5/67579_1621564015.jpg,./img/A320/cdn.jetphotos.com-400-5-67579_1621564015.jpg,A320,232,train
Airbus A320-232,Spirit Airlines,Photo date: 2021-05-15,Uploaded: 2021-06-03,"Location: Fort Lauderdale Hollywood Int'l - KFLL, USA - Florida",By: Nelson Mejia,cdn.jetphotos.com/400/5/74342_1621563207.jpg,./img/A320/cdn.jetphotos.com-400-5-74342_1621563207.jpg,A320,232,train
Airbus A320-232,Spirit Airlines,Photo date: 2021-05-15,Uploaded: 2021-06-03,"Location: Fort Lauderdale Hollywood Int'l - KFLL, USA - Florida",By: Nelson Mejia,cdn.jetphotos.com/400/5/49796_1621562986.jpg,./img/A320/cdn.jetphotos.com-400-5-49796_1621562986.jpg,A320,232,validation
Airbus A320-214,China Eastern Airlines,Photo date: 2018-11-10,Uploaded: 2021-06-03,"Location: Beijing Capital - ZBAA, China",By: LaCurtain,cdn.jetphotos.com/400/5/22117_1621561376.jpg,./img/A320/cdn.jetphotos.com-400-5-22117_1621561376.jpg,A320,214,train
Airbus A320-251N,Azul Linhas Aéreas Brasileiras,Photo date: 2021-05-20,Uploaded: 2021-06-03,"Location: Fortaleza Pinto Martins Intl - SBFZ, Brazil",By: Mike Sierra Oscar,cdn.jetphotos.com/400/5/14834_1621559949.jpg,./img/A320/cdn.jetphotos.com-400-5-14834_1621559949.jpg,A320,251N,train
Airbus A320-214,Juneyao Airlines,Photo date: 2021-05-09,Uploaded: 2021-06-03,"Location: Shenyang-Taoxian - ZYTX, China",By: Minizyi,cdn.jetphotos.com/400/6/83851_1621558672.jpg,./img/A320/cdn.jetphotos.com-400-6-83851_1621558672.jpg,A320,214,train
Airbus A320-214,Vueling,Photo date: 2021-05-20,Uploaded: 2021-06-03,"Location: Las Palmas/Gran Canaria - GCLP, Spain",By: Adolfo Bento de Urquía,cdn.jetphotos.com/400/5/72592_1621556231.jpg,./img/A320/cdn.jetphotos.com-400-5-72592_1621556231.jpg,A320,214,train
Airbus A320-251N,China Eastern Airlines,Photo date: 2020-10-02,Uploaded: 2021-06-03,"Location: Dalian - ZYTL, China",By: Eric Wang,cdn.jetphotos.com/400/5/75970_1621553515.jpg,./img/A320/cdn.jetphotos.com-400-5-75970_1621553515.jpg,A320,251N,train
Airbus A320-232,jetBlue Airways,Photo date: 2021-05-18,Uploaded: 2021-06-03,"Location: New York John F. Kennedy Int'l Airport - KJFK, USA - New York",By: Aidan Waters,cdn.jetphotos.com/400/6/74240_1621553407.jpg,./img/A320/cdn.jetphotos.com-400-6-74240_1621553407.jpg,A320,232,test
Airbus A320-271N,Spirit Airlines,Photo date: 2021-05-11,Uploaded: 2021-06-03,"Location: Houston George Bush Intercontinental Airport - KIAH, USA - Texas",By: GFB,cdn.jetphotos.com/400/6/10688_1621551222.jpg,./img/A320/cdn.jetphotos.com-400-6-10688_1621551222.jpg,A320,271N,train
Airbus A320-214,Aeroflot,Photo date: 2021-05-10,Uploaded: 2021-06-03,"Location: Moscow Sheremetyevo - UUEE, Russia",By: BizavMen,cdn.jetphotos.com/400/6/75491_1621550337.jpg,./img/A320/cdn.jetphotos.com-400-6-75491_1621550337.jpg,A320,214,train
Airbus A320-214,LATAM Airlines,Photo date: 2020-12-30,Uploaded: 2021-06-03,"Location: Sao Paulo Congonhas - SBSP, Brazil",By: Fabricio Lucio,cdn.jetphotos.com/400/5/96909_1621548846.jpg,./img/A320/cdn.jetphotos.com-400-5-96909_1621548846.jpg,A320,214,validation
Airbus A320-214,LATAM Airlines,Photo date: 2020-12-30,Uploaded: 2021-06-03,"Location: Sao Paulo Congonhas - SBSP, Brazil",By: Fabricio Lucio,cdn.jetphotos.com/400/6/93060_1621548883.jpg,./img/A320/cdn.jetphotos.com-400-6-93060_1621548883.jpg,A320,214,train
Airbus A320-214,Vueling,Photo date: 2014-05-19,Uploaded: 2021-06-03,"Location: Barcelona El Prat - LEBL, Spain",By: Maksimov Maxim,cdn.jetphotos.com/400/6/30859_1621548165.jpg,./img/A320/cdn.jetphotos.com-400-6-30859_1621548165.jpg,A320,214,validation
Airbus A320-214,Condor,Photo date: 2021-05-08,Uploaded: 2021-06-03,"Location: Frankfurt Rhein-Main Int'l Airport - EDDF, Germany",By: Eddie Heisterkamp,cdn.jetphotos.com/400/5/98703_1621545534.jpg,./img/A320/cdn.jetphotos.com-400-5-98703_1621545534.jpg,A320,214,train
Airbus A320-214,Brussels Airlines,Photo date: 2021-05-14,Uploaded: 2021-06-03,"Location: Brussels Zaventem Int'l Airport - EBBR, Belgium",By: Gaetan De Meyer,cdn.jetphotos.com/400/6/50570_1621542519.jpg,./img/A320/cdn.jetphotos.com-400-6-50570_1621542519.jpg,A320,214,test
Airbus A320-271N,Aegean Airlines,Photo date: 2021-04-30,Uploaded: 2021-06-03,"Location: Bucharest Henri Coanda Airport - LROP, Romania",By: Marin Ghe.,cdn.jetphotos.com/400/6/84724_1621541190.jpg,./img/A320/cdn.jetphotos.com-400-6-84724_1621541190.jpg,A320,271N,train
Airbus A320-251N,China Eastern Airlines,Photo date: 2021-06-02,Uploaded: 2021-06-03,"Location: Qingdao-Liuting - ZSQD, China",By: SEN BAI,cdn.jetphotos.com/400/5/47355_1622717595.jpg,./img/A320/cdn.jetphotos.com-400-5-47355_1622717595.jpg,A320,251N,train
Airbus A320-214,easyJet,Photo date: 2021-06-03,Uploaded: 2021-06-03,"Location: Funchal, Cristiano Ronaldo Airport, Madeira - LPMA, Portugal",By: Nelson Sousa,cdn.jetphotos.com/400/5/88487_1622715387.jpg,./img/A320/cdn.jetphotos.com-400-5-88487_1622715387.jpg,A320,214,validation
Airbus A320-232,Aegean Airlines,Photo date: 2021-05-18,Uploaded: 2021-06-03,"Location: Bucharest Henri Coanda Airport - LROP, Romania",By: Marin Ghe.,cdn.jetphotos.com/400/5/64635_1621539324.jpg,./img/A320/cdn.jetphotos.com-400-5-64635_1621539324.jpg,A320,232,train
Airbus A320-251N,Loong Air,Photo date: 2020-10-16,Uploaded: 2021-06-03,"Location: Hamburg Finkenwerder - EDHI, Germany",By: Andrzej Duszynski,cdn.jetphotos.com/400/6/50600_1621539341.jpg,./img/A320/cdn.jetphotos.com-400-6-50600_1621539341.jpg,A320,251N,test
Airbus A320-251N,Loong Air,Photo date: 2020-10-16,Uploaded: 2021-06-03,"Location: Hamburg Finkenwerder - EDHI, Germany",By: Andrzej Duszynski,cdn.jetphotos.com/400/6/98569_1621539275.jpg,./img/A320/cdn.jetphotos.com-400-6-98569_1621539275.jpg,A320,251N,train
Airbus A320-214,Swiss,Photo date: 2021-05-17,Uploaded: 2021-06-03,"Location: Bucharest Henri Coanda Airport - LROP, Romania",By: Marin Ghe.,cdn.jetphotos.com/400/6/87411_1621539244.jpg,./img/A320/cdn.jetphotos.com-400-6-87411_1621539244.jpg,A320,214,train
Airbus A320-271N,Vueling,Photo date: 2021-05-19,Uploaded: 2021-06-03,"Location: Bologna Guglielmo Marconi (Borgo Panigale) - LIPE, Italy",By: Donato Bolelli,cdn.jetphotos.com/400/6/52691_1621538635.jpg,./img/A320/cdn.jetphotos.com-400-6-52691_1621538635.jpg,A320,271N,train
Airbus A320-214,Austrian Airlines,Photo date: 2021-05-17,Uploaded: 2021-06-03,"Location: Bucharest Henri Coanda Airport - LROP, Romania",By: Marin Ghe.,cdn.jetphotos.com/400/6/92497_1621539173.jpg,./img/A320/cdn.jetphotos.com-400-6-92497_1621539173.jpg,A320,214,train
Airbus A320-214,Vueling,Photo date: 2013-09-29,Uploaded: 2021-06-03,"Location: Amsterdam Schiphol Airport - EHAM, Netherlands",By: Dave Henderson,cdn.jetphotos.com/400/6/45472_1621538574.jpg,./img/A320/cdn.jetphotos.com-400-6-45472_1621538574.jpg,A320,214,validation
Airbus A320-214,Aer Lingus,Photo date: 2013-09-29,Uploaded: 2021-06-03,"Location: Amsterdam Schiphol Airport - EHAM, Netherlands",By: Dave Henderson,cdn.jetphotos.com/400/6/42912_1621538351.jpg,./img/A320/cdn.jetphotos.com-400-6-42912_1621538351.jpg,A320,214,train
Airbus A320-251N,TAP Air Portugal,Photo date: 2021-05-20,Uploaded: 2021-06-03,"Location: Ponta Delgada (Sao Miguel Island) - LPPD, Portugal - Azores",By: Eduardo Paixao Silva,cdn.jetphotos.com/400/5/81900_1621538199.jpg,./img/A320/cdn.jetphotos.com-400-5-81900_1621538199.jpg,A320,251N,test
Airbus A320-251N,TAP Air Portugal,Photo date: 2021-05-13,Uploaded: 2021-06-03,"Location: Warsaw Chopin Airport - EPWA, Poland",By: Simon De Rudder,cdn.jetphotos.com/400/6/23199_1621536348.jpg,./img/A320/cdn.jetphotos.com-400-6-23199_1621536348.jpg,A320,251N,train
Airbus A320-232,Fly Arystan,Photo date: 2021-05-08,Uploaded: 2021-06-03,"Location: Almaty Airport - UAAA, Kazakhstan",By: Yerbol Yespol - Kazakhstan Spotting Club,cdn.jetphotos.com/400/5/59263_1621534163.jpg,./img/A320/cdn.jetphotos.com-400-5-59263_1621534163.jpg,A320,232,train
Airbus A320-251N,Pegasus Airlines,Photo date: 2021-05-20,Uploaded: 2021-06-03,"Location: Istanbul Sabiha Gokcen Int'l - LTFJ, Turkey",By: Alp AKBOSTANCI,cdn.jetphotos.com/400/6/66250_1621533923.jpg,./img/A320/cdn.jetphotos.com-400-6-66250_1621533923.jpg,A320,251N,test
Airbus A320-271N,Air China,Photo date: 2021-04-30,Uploaded: 2021-06-03,"Location: Singapore Changi Int'l Airport - WSSS, Singapore",By: Theodore Chan,cdn.jetphotos.com/400/6/40468_1621533503.jpg,./img/A320/cdn.jetphotos.com-400-6-40468_1621533503.jpg,A320,271N,train
Airbus A320-214,Alitalia,Photo date: 2014-10-10,Uploaded: 2021-06-03,"Location: Budapest Liszt Ferenc - LHBP, Hungary",By: András Soós,cdn.jetphotos.com/400/6/34255_1621533038.jpg,./img/A320/cdn.jetphotos.com-400-6-34255_1621533038.jpg,A320,214,train
Airbus A320-214,Aer Lingus,Photo date: 2021-04-22,Uploaded: 2021-06-03,"Location: London Heathrow Int'l - EGLL, United Kingdom",By: J.M.Carballo,cdn.jetphotos.com/400/5/99633_1621532692.jpg,./img/A320/cdn.jetphotos.com-400-5-99633_1621532692.jpg,A320,214,train
Airbus A320-232,Aegean Airlines,Photo date: 2019-04-16,Uploaded: 2021-06-03,"Location: Düsseldorf Rhein-Ruhr Int'l Airport - EDDL, Germany",By: LukasAndreas,cdn.jetphotos.com/400/5/47846_1621530936.jpg,./img/A320/cdn.jetphotos.com-400-5-47846_1621530936.jpg,A320,232,test
Airbus A320-232,Aegean Airlines,Photo date: 2019-04-16,Uploaded: 2021-06-03,"Location: Düsseldorf Rhein-Ruhr Int'l Airport - EDDL, Germany",By: LukasAndreas,cdn.jetphotos.com/400/5/81185_1621530882.jpg,./img/A320/cdn.jetphotos.com-400-5-81185_1621530882.jpg,A320,232,train
Airbus A320-214,easyJet Europe,Photo date: 2018-06-09,Uploaded: 2021-06-03,"Location: Milano Malpensa - LIMC, Italy",By: Gabriele Fontana - Tuscan Aviation,cdn.jetphotos.com/400/6/16037_1621530143.jpg,./img/A320/cdn.jetphotos.com-400-6-16037_1621530143.jpg,A320,214,train
Airbus A320-232,jetBlue Airways,Photo date: 2021-05-20,Uploaded: 2021-06-03,"Location: Chicago O'Hare Int'l Airport - KORD, USA - Illinois",By: Sean Brink,cdn.jetphotos.com/400/5/48157_1621527456.jpg,./img/A320/cdn.jetphotos.com-400-5-48157_1621527456.jpg,A320,232,validation
Airbus A320-271N,Scoot,Photo date: 2021-05-20,Uploaded: 2021-06-03,"Location: Ho Chi Minh City Tan Son Nhat - VVTS, Vietnam",By: Quang_Minh_024,cdn.jetphotos.com/400/6/99813_1621527253.jpg,./img/A320/cdn.jetphotos.com-400-6-99813_1621527253.jpg,A320,271N,train
Airbus A320-271N,China Southern Airlines,Photo date: 2020-12-05,Uploaded: 2021-06-02,"Location: Guangzhou Baiyun Airport - ZGGG, China",By: Captain Lorca,cdn.jetphotos.com/400/6/51666_1621523269.jpg,./img/A320/cdn.jetphotos.com-400-6-51666_1621523269.jpg,A320,271N,train
Airbus A320-214,Spring Airlines,Photo date: 2021-05-01,Uploaded: 2021-06-02,"Location: Wuhan Tianhe - ZHHH, China",By: SnowMiku39,cdn.jetphotos.com/400/6/64638_1621522976.jpg,./img/A320/cdn.jetphotos.com-400-6-64638_1621522976.jpg,A320,214,test
Airbus A320-214,Aeroflot,Photo date: 2021-05-20,Uploaded: 2021-06-02,"Location: Bishkek-Manas - UCFM, Kyrgyzstan",By: Ulik Zhakypov,cdn.jetphotos.com/400/6/46128_1621522841.jpg,./img/A320/cdn.jetphotos.com-400-6-46128_1621522841.jpg,A320,214,test
Airbus A320-271N,S7 Airlines,Photo date: 2021-06-02,Uploaded: 2021-06-02,"Location: Moscow Domodedovo - UUDD, Russia",By: Sergey Popkov,cdn.jetphotos.com/400/6/20931_1622673518.jpg,./img/A320/cdn.jetphotos.com-400-6-20931_1622673518.jpg,A320,271N,test
Airbus A320-214,Bulgaria Air,Photo date: 2020-04-27,Uploaded: 2021-06-02,"Location: Beijing Capital - ZBAA, China",By: wanglp1988,cdn.jetphotos.com/400/6/87688_1621521239.jpg,./img/A320/cdn.jetphotos.com-400-6-87688_1621521239.jpg,A320,214,train
Airbus A320-251N,Loong Air,Photo date: 2021-04-30,Uploaded: 2021-06-02,"Location: Yinchuan - ZLIC, China",By: ceci wong,cdn.jetphotos.com/400/6/45316_1621519899.jpg,./img/A320/cdn.jetphotos.com-400-6-45316_1621519899.jpg,A320,251N,train
Airbus A320-251N,China Eastern Airlines,Photo date: 2020-10-10,Uploaded: 2021-06-02,"Location: Shanghai Pudong - ZSPD, China",By: AMG_HouZeKai,cdn.jetphotos.com/400/5/79115_1621516630.jpg,./img/A320/cdn.jetphotos.com-400-5-79115_1621516630.jpg,A320,251N,train
Airbus A320-251N,TAP Air Portugal,Photo date: 2021-05-10,Uploaded: 2021-06-02,"Location: Warsaw Chopin Airport - EPWA, Poland",By: Grzesiek Krupa,cdn.jetphotos.com/400/5/23450_1621516045.jpg,./img/A320/cdn.jetphotos.com-400-5-23450_1621516045.jpg,A320,251N,train
Airbus A320-251N,Azul Linhas Aéreas Brasileiras,Photo date: 2021-05-19,Uploaded: 2021-06-02,"Location: Sao Paulo Congonhas - SBSP, Brazil",By: fachetti_spotter,cdn.jetphotos.com/400/6/15823_1621515720.jpg,./img/A320/cdn.jetphotos.com-400-6-15823_1621515720.jpg,A320,251N,test
Airbus A320-251N,Peach Aviation,Photo date: 2021-05-08,Uploaded: 2021-06-02,"Location: Tokyo Narita Int'l Airport - RJAA, Japan",By: H.Hayashi,cdn.jetphotos.com/400/5/55328_1621512319.jpg,./img/A320/cdn.jetphotos.com-400-5-55328_1621512319.jpg,A320,251N,test
Airbus A320-232,Air New Zealand,Photo date: 2021-01-29,Uploaded: 2021-06-02,"Location: Wellington Int'l Airport - NZWN, New Zealand",By: Lachlan Deans,cdn.jetphotos.com/400/6/55970_1621510818.jpg,./img/A320/cdn.jetphotos.com-400-6-55970_1621510818.jpg,A320,232,train
Airbus A320-251N,British Airways,Photo date: 2021-05-17,Uploaded: 2021-06-02,"Location: Funchal, Cristiano Ronaldo Airport, Madeira - LPMA, Portugal",By: Nelson Sousa,cdn.jetphotos.com/400/5/78869_1621500017.jpg,./img/A320/cdn.jetphotos.com-400-5-78869_1621500017.jpg,A320,251N,train
Airbus A320-214,Vueling,Photo date: 2016-11-02,Uploaded: 2021-06-02,"Location: Prague Václav Havel Int'l - LKPR, Czech Republic",By: Cibulka Tomas,cdn.jetphotos.com/400/6/90873_1621506842.jpg,./img/A320/cdn.jetphotos.com-400-6-90873_1621506842.jpg,A320,214,train
Airbus A320-232,Shenzhen Airlines,Photo date: 2021-05-17,Uploaded: 2021-06-02,"Location: Wuhan Tianhe - ZHHH, China",By: nibrage,cdn.jetphotos.com/400/6/34195_1621497586.jpg,./img/A320/cdn.jetphotos.com-400-6-34195_1621497586.jpg,A320,232,test
Airbus A320-251N,TAP Air Portugal,Photo date: 2021-05-18,Uploaded: 2021-06-02,"Location: Funchal, Cristiano Ronaldo Airport, Madeira - LPMA, Portugal",By: Nelson Sousa,cdn.jetphotos.com/400/5/23794_1621501388.jpg,./img/A320/cdn.jetphotos.com-400-5-23794_1621501388.jpg,A320,251N,train
Airbus A320-214,easyJet Europe,Photo date: 2021-05-18,Uploaded: 2021-06-02,"Location: Funchal, Cristiano Ronaldo Airport, Madeira - LPMA, Portugal",By: Nelson Sousa,cdn.jetphotos.com/400/5/80495_1621501146.jpg,./img/A320/cdn.jetphotos.com-400-5-80495_1621501146.jpg,A320,214,train
Airbus A320-232,Scoot,Photo date: 2021-05-20,Uploaded: 2021-06-02,"Location: Clark International Airport - RPLC, Philippines",By: whiskey_india_charlie_oscar,cdn.jetphotos.com/400/6/77743_1621501066.jpg,./img/A320/cdn.jetphotos.com-400-6-77743_1621501066.jpg,A320,232,train
Airbus A320-271N,Wizz Air,Photo date: 2021-05-18,Uploaded: 2021-06-02,"Location: Milano Malpensa - LIMC, Italy",By: Simone Previdi,cdn.jetphotos.com/400/5/28869_1621501257.jpg,./img/A320/cdn.jetphotos.com-400-5-28869_1621501257.jpg,A320,271N,validation
Airbus A320-214,easyJet Europe,Photo date: 2021-05-18,Uploaded: 2021-06-02,"Location: Funchal, Cristiano Ronaldo Airport, Madeira - LPMA, Portugal",By: Nelson Sousa,cdn.jetphotos.com/400/5/99089_1621500908.jpg,./img/A320/cdn.jetphotos.com-400-5-99089_1621500908.jpg,A320,214,train
Airbus A320-251N,British Airways,Photo date: 2021-05-17,Uploaded: 2021-06-02,"Location: Funchal, Cristiano Ronaldo Airport, Madeira - LPMA, Portugal",By: Nelson Sousa,cdn.jetphotos.com/400/5/72184_1621499247.jpg,./img/A320/cdn.jetphotos.com-400-5-72184_1621499247.jpg,A320,251N,test
Airbus A320-214,SundAir,Photo date: 2021-05-14,Uploaded: 2021-06-02,"Location: Düsseldorf Rhein-Ruhr Int'l Airport - EDDL, Germany",By: Bjoern Huke,cdn.jetphotos.com/400/6/77805_1621499121.jpg,./img/A320/cdn.jetphotos.com-400-6-77805_1621499121.jpg,A320,214,train
Airbus A320-251N,Air Travel,Photo date: 2021-05-15,Uploaded: 2021-06-02,"Location: Changsha - ZGHA, China",By: aerfawaidengdai113,cdn.jetphotos.com/400/6/71399_1621498966.jpg,./img/A320/cdn.jetphotos.com-400-6-71399_1621498966.jpg,A320,251N,test
Airbus A320-232,Shenzhen Airlines,Photo date: 2021-05-17,Uploaded: 2021-06-02,"Location: Wuhan Tianhe - ZHHH, China",By: nibrage,cdn.jetphotos.com/400/6/10538_1621497698.jpg,./img/A320/cdn.jetphotos.com-400-6-10538_1621497698.jpg,A320,232,train
Airbus A320-251N,China Southern Airlines,Photo date: 2021-05-17,Uploaded: 2021-06-02,"Location: Wuhan Tianhe - ZHHH, China",By: nibrage,cdn.jetphotos.com/400/5/98945_1621497448.jpg,./img/A320/cdn.jetphotos.com-400-5-98945_1621497448.jpg,A320,251N,train
Airbus A320-251N,Smartavia,Photo date: 2021-06-02,Uploaded: 2021-06-02,"Location: St. Petersburg Pulkovo - ULLI, Russia",By: ArCher,cdn.jetphotos.com/400/6/45147_1622662187.jpg,./img/A320/cdn.jetphotos.com-400-6-45147_1622662187.jpg,A320,251N,train
Airbus A320-214,Tianjin Airlines,Photo date: 2021-05-17,Uploaded: 2021-06-02,"Location: Wuhan Tianhe - ZHHH, China",By: nibrage,cdn.jetphotos.com/400/5/80859_1621496638.jpg,./img/A320/cdn.jetphotos.com-400-5-80859_1621496638.jpg,A320,214,test
Airbus A320-214,Air China,Photo date: 2018-10-05,Uploaded: 2021-06-02,"Location: Hamburg Finkenwerder - EDHI, Germany",By: Andrzej Duszynski,cdn.jetphotos.com/400/6/26495_1621496475.jpg,./img/A320/cdn.jetphotos.com-400-6-26495_1621496475.jpg,A320,214,train
Airbus A320-271N,Juneyao Airlines,Photo date: 2021-05-17,Uploaded: 2021-06-02,"Location: Wuhan Tianhe - ZHHH, China",By: nibrage,cdn.jetphotos.com/400/5/12034_1621497278.jpg,./img/A320/cdn.jetphotos.com-400-5-12034_1621497278.jpg,A320,271N,validation
Airbus A320-251N,Loong Air,Photo date: 2021-05-17,Uploaded: 2021-06-02,"Location: Wuhan Tianhe - ZHHH, China",By: nibrage,cdn.jetphotos.com/400/6/19950_1621496717.jpg,./img/A320/cdn.jetphotos.com-400-6-19950_1621496717.jpg,A320,251N,train
Airbus A320-214,easyJet,Photo date: 2015-08-11,Uploaded: 2021-06-02,"Location: Funchal, Cristiano Ronaldo Airport, Madeira - LPMA, Portugal",By: Robert Gradalski,cdn.jetphotos.com/400/6/49841_1621495571.jpg,./img/A320/cdn.jetphotos.com-400-6-49841_1621495571.jpg,A320,214,validation
Airbus A320-271N,Volaris,Photo date: 2020-09-19,Uploaded: 2021-06-02,"Location: México City Licenciado Benito Juarez Int'l - MMMX, Mexico",By:  David Torres Kelly,cdn.jetphotos.com/400/6/38316_1621495118.jpg,./img/A320/cdn.jetphotos.com-400-6-38316_1621495118.jpg,A320,271N,train
Airbus A320-232,TAM Linhas Aéreas,Photo date: 2021-01-06,Uploaded: 2021-06-02,"Location: Brasília Juscelino Kubitschek Int'l - SBBR, Brazil",By: Monique Martinez,cdn.jetphotos.com/400/6/85873_1621489963.jpg,./img/A320/cdn.jetphotos.com-400-6-85873_1621489963.jpg,A320,232,train
Airbus A320-271N,Volaris,Photo date: 2020-07-03,Uploaded: 2021-06-02,"Location: México City Licenciado Benito Juarez Int'l - MMMX, Mexico",By: ER Spotter 777,cdn.jetphotos.com/400/6/83529_1621489357.jpg,./img/A320/cdn.jetphotos.com-400-6-83529_1621489357.jpg,A320,271N,train
Airbus A320-214,Austrian Airlines,Photo date: 2021-05-06,Uploaded: 2021-06-02,"Location: Vienna Schwechat - LOWW, Austria",By: Michael Musil,cdn.jetphotos.com/400/6/25539_1621487601.jpg,./img/A320/cdn.jetphotos.com-400-6-25539_1621487601.jpg,A320,214,train
Airbus A320-214,Austrian Airlines,Photo date: 2021-05-06,Uploaded: 2021-06-02,"Location: Vienna Schwechat - LOWW, Austria",By: Michael Musil,cdn.jetphotos.com/400/6/41025_1621487409.jpg,./img/A320/cdn.jetphotos.com-400-6-41025_1621487409.jpg,A320,214,test
Airbus A320-251N,Frontier Airlines,Photo date: 2021-04-25,Uploaded: 2021-06-02,"Location: Phoenix Sky Harbor Int'l Airport - KPHX, USA - Arizona",By: Alejandro Hndez,cdn.jetphotos.com/400/6/61473_1621487377.jpg,./img/A320/cdn.jetphotos.com-400-6-61473_1621487377.jpg,A320,251N,train
Airbus A320-214,Allegiant Air,Photo date: 2021-04-18,Uploaded: 2021-06-02,"Location: Columbus Rickenbacker Int'l Airport - KLCK, USA - Ohio",By: Nick Neiger,cdn.jetphotos.com/400/6/78467_1621487142.jpg,./img/A320/cdn.jetphotos.com-400-6-78467_1621487142.jpg,A320,214,train
Airbus A320-232,Air New Zealand,Photo date: 2021-04-21,Uploaded: 2021-06-02,"Location: Auckland Int'l Airport - NZAA, New Zealand",By: Ben Marling,cdn.jetphotos.com/400/6/71439_1621486713.jpg,./img/A320/cdn.jetphotos.com-400-6-71439_1621486713.jpg,A320,232,train
Airbus A320-232,Jetstar Airways,Photo date: 2021-05-12,Uploaded: 2021-06-02,"Location: Adelaide Int'l - YPAD, Australia",By: Robbie Mathieson,cdn.jetphotos.com/400/6/90135_1621484036.jpg,./img/A320/cdn.jetphotos.com-400-6-90135_1621484036.jpg,A320,232,train
Airbus A320-214,Batik Air,Photo date: 2016-05-20,Uploaded: 2021-06-02,"Location: Singapore Changi Int'l Airport - WSSS, Singapore",By: Andrew Hunt,cdn.jetphotos.com/400/5/43374_1621482923.jpg,./img/A320/cdn.jetphotos.com-400-5-43374_1621482923.jpg,A320,214,train
